url,label
www.pske.ru/?lng=en,0
www.greencrops.in/plugins/authentication/_/www.bb.com.br/,0
econ.lse.ac.uk/staff/dquah/softw.html,0
www.cs.duke.edu/~awb,0
www.erlang.se/publications/xjobb/0089-hedqvist.pdf,0
pontos-da-tamfidelidade.net.tc/,0
chelt.ru/new/wp-content/plugins/uBillboard/encode/,0
www.linuxfocus.org/English/July2000/article160.shtml,0
firefly2.ipchina163.com/de/97526/index.php,0
www.mathcs.emory.edu/~mic/,0
dadinthebox.com/old_aol.1.3/?Lis=10&Login&amp;LigertID=1993745&us=1,0
dethco.tripod.com/dethco/,0
'www.gxyzx.com/js/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Fpjwjscous.battle.net\%2Fd3\%2Fen\%2Findex&amp;app=com-d3',0
www.cs.cornell.edu/talc/,0
gamealive.tk/usa,0
febcm.club.fr/english/gamma_60.htm,0
vkontaktny.com/,0
www.softcomplex.com/products/tigra_menu/,0
bokkinfh.php5.cz/lmthll/ahhinde.htm.htm,0
paypa.confirm.com.cmd.login.submit.dispatch.dekorahome.com/,0
www.curiouscat.com/bill/,0
paypal.us.cgi.bin.webscr.cmd.login.webapps.mpp.home.billing.active.home.45353445342342.mygreenhostingsupport.com/,0
www.cs.washington.edu/homes/tompa/,0
pipfineart.com/wp-includes/css/sbs/i-bank.html,0
www.ectc.org/resources/ClassRECP04.pdf,0
www.diplomacy.pobox.se/StockholmDiplomacy/,0
down-home-cooking.com/,0
www.ronzioorecchie.com/~be/paypal/_webscr1.php?cmd=_confirm&session=gx4w5u1drmu8jxhd_0jblthbz_hhr6-k2ek4hq48uljouijhn1bet4azmj0&dispatch=y4q4w3v3r3n3s2e373f3257403b474m3q3n4j3c5x4x3u3n2s3c304e2,0
www.kgdmlinux.com/whmcs/lang/view/mls0029.html,0
liinwww.ira.uka.de/bibliography/Ai/automated.text.categorization.html,0
cristianas.info/https/www/paypal.com/cgi-bin/service/update/security/25112qa5885d80a13c0db1f8e263663d3faee8db2b24f725112qa5885d80a13c0db1f8e263663d3faee8db2b24f7b84fass0b84fass0/secure-code36/security/,0
jjdelpy.free.fr/Poser/,0
www.network-theory.co.uk/gcc/intro/,0
www.cs.arizona.edu/patterns/weaving/books/pea_fa_2.pdf,0
'www.htygwt.com/images/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Fus.battle.net\%2Fd3\%2Fen\%2Findex&amp;app=com-d3',0
pastehtml.com/view/bc0xan30o.html,0
www.artistic-designers.com/gcards/postcard.html,0
www.ezwebdesign.com/dreamweaver.html,0
www.cajetaslugo.com/~kayabest/sys/not/521499359863/zip/billing/on/hold/account/id/15498732198732155135/9ec6a36831afb00881f6b3809175870a/,0
www.cl.cam.ac.uk/~pes20/,0
web.cecs.pdx.edu/~mpj/goferarc/,0
cgibin.erols.com/ziring/cgi-bin/cep/cep.pl,0
www.getiton.nhs.uk/wp-admin/js/www.paypal.com/paypal.com/cgi-in/us/security/update-paypal/service-peyment/update/login.aspx/requist.html,0
www.miray.de/products/spheresp.html,0
