url,label
http://codecanyon.net/search?date=this-month&length_max=&length_min=&price_max=&price_min=&rating_min=&sales=&sort=sales&term=&view=list,0
http://caixa.gov.br/empresa/credito-financiamento/credito-rural/custeio-pronamp-cooperativas,0
http://olx.ua/uk/list/q-%D0%B4%D0%B6%D0%B8%D0%BD%D1%81%D1%8B/bIE64RPKp0urlDE3vSbHw8dRLeUY1kOFK2_KOEmw9UT.A7,0
http://elitedaily.com/wp-content/themes/strangelove/js/strangelove.min.js?ver=9.7.1,0
http://metro.co.uk/2014/10/10/is-big-brother-facing-the-axe-channel-5-exec-hints-that-the-shows-days-may-be-numbered-4900055/,0
http://techcrunch.com/2015/05/05/announcing-the-techcrunch-2015-disrupt-battlefield-finalists/,0
http://bdnews24.com/economy/2015/05/11/parliament-goes-into-budget-session-from-june-1,0
http://khabaronline.ir/(X(1)S(0vpjhjtd02z3pdvgdfyukshr))/detail/416394/World/diplomacy,0
http://udn.com/news/story/7482/858498-%E3%80%8C%E6%B2%99%E8%A5%BF%E7%B1%B3%E3%80%8D%E7%94%B1%E6%B7%BA%E5%B1%A4%E6%83%85%E8%89%B2-%E7%9C%8B%E9%8A%80%E5%B9%95%E8%A3%A1%E5%A4%96%E5%A4%9A%E5%85%83%E7%9A%84%E6%84%9B,0
http://kienthuc.net.vn/diem-thi/diem-chuan-dai-hoc-duoc-ha-noi-nam-2014-482409.html,0
http://kenh14.vn/star/sau-hop-bao-demi-lovato-dai-nao-trung-tam-mua-sam-20150508053151327.chn,0
http://khabaronline.ir/(X(1)S(wqjktzvr4hfvidbzr3fs4dsd))/detail/416343/comic/cartoon,0
http://buzzfil.net/article/5478/animaux/35-photos-d-animaux-affichant-leurs-plus-beaux-sourires-3.html?href=inner_website,0
http://mirtesen.ru/url?e=simple_click&blog_post_id=43864238676&url=http%3A%2F%2Ftainyvselennoi.ru%2Fblog%2F43864238676%2FMarihuana-kak-lekarstvo,0
http://emgn.com/entertainment/you-wont-believe-these-25-incredibly-useful-inventions-that-you-didnt-even-know-you-needed/,0
