url,label
https://www.yelp.com/biz/stone-mountain-clay-and-glaze-tucker,0
https://www.ivanhill5478.blogspot.com/,0
https://www.facebook.com/people/Reggie-Walton/1070104441,0
https://www.freepages.genealogy.rootsweb.ancestry.com/~dwdrury/abell/index3.htm,0
https://www.manchester.edu/Athletics/basketballm/moreNews.htm,0
https://www.isca-louis.com/,0
https://www.espn.go.com/nfl/player/stats/_/id/1884/aaron-brooks,0
https://www.en.wikipedia.org/wiki/Ico,0
https://www.huffingtonpost.com/2011/10/06/ritch-workman-florida-dwarf-tossing-law_n_998155.html,0
https://www.nesoccertoday.com/?p=6721,0
https://www.imdb.com/title/tt0045152/combined,0
https://www.youtube.com/watch?v=ZKc9-nLJY8s,0
https://www.video.agaclip.com/w=KC6rQevzHry,0
https://www.allaboutturkey.com/intair.htm,0
https://www.classmates.com/directory/public/memberprofile/list.htm?regId=8681923009,0
https://www.hour.ca/2011/08/02/arcade-fire-to-play-free-pop-montreal-outdoor-show-on-september-22nd/,0
https://www.scores.espn.go.com/mlb/preview?gameId=310922111,0
https://www.reunion.com/josephgonder/,0
https://www.hannibal.net/obituaries/x2063882135/Rhea-Lee-Brocksmith,0
https://www.twitter.com/allanbezerra,0
https://www.faculty.kirkwood.edu/aperkho/,0
https://www.en.wikipedia.org/wiki/Major_League_Soccer,0
https://www.palsautismschool.ca/?page_id=111,0
https://www.history1900s.about.com/od/vietnamwar/a/vietnamwar.htm,0
https://www.nydailynews.com/topics/Showboat+Atlantic+City,0
https://www.momentumlive.org/,0
https://www.en.wikipedia.org/wiki/Marc_Johnson,0
https://www.spiritus-temporis.com/index/jim.html,0
https://www.soccerassociation.com/cgi-bin/info.cgi?26/3959/puertoricoislanders,0
https://www.fifa.com/associations/association=nir/goalprogramme/index.html,0
https://www.rule34.booru.org/index.php?page=post&s=view&id=762395,0
https://www.usatoday.com/community/tags/topic.aspx?req=tag&tag=RBC%20Capital%20Markets,0
https://www.youtube.com/watch?v=cj9_yW8tZxs,0
